timestamp,Crop_Type,Soil_Type,Soil_Moisture,Irrigation_Need
2024-10-12,Sugarcane,Silt,23.44,Low
2024-10-13,Sugarcane,Silt,20.49,High
2024-10-14,Sugarcane,Silt,20.47,Medium
2024-10-15,Sugarcane,Silt,17.05,Medium
2024-10-16,Sugarcane,Silt,52.21,Low
2024-10-17,Sugarcane,Silt,63.35,Low
2024-10-18,Sugarcane,Silt,52.16,Low
2024-10-19,Sugarcane,Silt,52.58,Low
2024-10-20,Sugarcane,Silt,34.2,Low
2024-10-21,Sugarcane,Silt,26.89,Low
2024-10-22,Sugarcane,Silt,28.8,Low
2024-10-23,Sugarcane,Silt,28.25,Low
2024-10-24,Sugarcane,Silt,64.08,Low
2024-10-25,Sugarcane,Silt,64.8,Low
2024-10-26,Sugarcane,Silt,41.67,Low
2024-10-27,Sugarcane,Silt,46.14,Low
2024-10-28,Sugarcane,Silt,38.72,Medium
2024-10-29,Sugarcane,Silt,55.21,Medium
2024-10-30,Sugarcane,Silt,38.18,Low
2024-10-31,Sugarcane,Silt,62.24,Low
2024-11-01,Sugarcane,Silt,51.98,Low
2024-11-02,Sugarcane,Silt,45.89,Low
2024-11-03,Sugarcane,Silt,17.75,Low
2024-11-04,Sugarcane,Silt,41.61,Low
2024-11-05,Sugarcane,Silt,42.42,Low
2024-11-06,Sugarcane,Silt,24.64,Medium
2024-11-07,Sugarcane,Silt,60.16,Low
2024-11-08,Sugarcane,Silt,47.13,Low
2024-11-09,Sugarcane,Silt,31.88,Low
2024-11-10,Sugarcane,Silt,34.22,Medium
2024-11-11,Sugarcane,Silt,52.99,Low
2024-11-12,Sugarcane,Silt,9.93,Low
2024-11-13,Sugarcane,Silt,25.54,Medium
2024-11-14,Sugarcane,Silt,33.96,Low
2024-11-15,Sugarcane,Silt,43.91,Low
2024-11-16,Sugarcane,Silt,10.71,Medium
2024-11-17,Sugarcane,Silt,45.5,Low
2024-11-18,Sugarcane,Silt,19.68,High
2024-11-19,Sugarcane,Silt,32.97,Medium
2024-11-20,Sugarcane,Silt,34.11,Low
2024-11-21,Sugarcane,Silt,63.65,Medium
2024-11-22,Sugarcane,Silt,43.0,Low
2024-11-23,Sugarcane,Silt,43.92,Medium
2024-11-24,Sugarcane,Silt,32.94,Low
2024-11-25,Sugarcane,Silt,21.18,Low
2024-11-26,Sugarcane,Silt,39.46,Low
2024-11-27,Sugarcane,Silt,20.04,Low
2024-11-28,Sugarcane,Silt,40.14,Low
2024-11-29,Sugarcane,Silt,57.99,Medium
2024-11-30,Sugarcane,Silt,8.06,Medium
2024-12-01,Sugarcane,Silt,30.82,Medium
2024-12-02,Sugarcane,Silt,42.69,Medium
2024-12-03,Sugarcane,Silt,52.89,Low
2024-12-04,Sugarcane,Silt,36.28,Low
2024-12-05,Sugarcane,Silt,15.49,Low
2024-12-06,Sugarcane,Silt,20.25,High
2024-12-07,Sugarcane,Silt,31.07,Low
2024-12-08,Sugarcane,Silt,48.87,Low
2024-12-09,Sugarcane,Silt,11.34,Medium
2024-12-10,Sugarcane,Silt,28.0,Low
2024-12-11,Sugarcane,Silt,24.91,Low
2024-12-12,Sugarcane,Silt,49.77,Low
2024-12-13,Sugarcane,Silt,55.61,Low
2024-12-14,Sugarcane,Silt,56.87,Low
2024-12-15,Sugarcane,Silt,55.86,Low
2024-12-16,Sugarcane,Silt,63.35,Low
2024-12-17,Sugarcane,Silt,18.15,Low
2024-12-18,Sugarcane,Silt,42.83,Medium
2024-12-19,Sugarcane,Silt,44.35,Medium
2024-12-20,Sugarcane,Silt,20.63,Medium
2024-12-21,Sugarcane,Silt,45.71,Low
2024-12-22,Sugarcane,Silt,26.39,Low
2024-12-23,Sugarcane,Silt,53.46,Low
2024-12-24,Sugarcane,Silt,30.59,Low
2024-12-25,Sugarcane,Silt,52.82,Low
2024-12-26,Sugarcane,Silt,39.96,Medium
2024-12-27,Sugarcane,Silt,8.82,Medium
2024-12-28,Sugarcane,Silt,38.79,Low
2024-12-29,Sugarcane,Silt,60.53,Low
2024-12-30,Sugarcane,Silt,40.01,Medium
2024-12-31,Sugarcane,Silt,52.75,Low
2025-01-01,Sugarcane,Silt,60.93,Medium
2025-01-02,Sugarcane,Silt,48.72,Low
2025-01-03,Sugarcane,Silt,21.57,Medium
2025-01-04,Sugarcane,Silt,37.53,Low
2025-01-05,Sugarcane,Silt,12.99,High
2025-01-06,Sugarcane,Silt,27.38,Low
2025-01-07,Sugarcane,Silt,19.82,High
2025-01-08,Sugarcane,Silt,35.85,Low
2025-01-09,Sugarcane,Silt,36.99,Low
2025-01-10,Sugarcane,Silt,25.61,Low
2025-01-11,Sugarcane,Silt,45.45,Medium
2025-01-12,Sugarcane,Silt,25.62,Low
2025-01-13,Sugarcane,Silt,19.82,Medium
2025-01-14,Sugarcane,Silt,44.24,Low
2025-01-15,Sugarcane,Silt,12.42,Medium
2025-01-16,Sugarcane,Silt,45.11,Low
2025-01-17,Sugarcane,Silt,13.8,Medium
2025-01-18,Sugarcane,Silt,42.99,Low
2025-01-19,Sugarcane,Silt,10.65,Medium
2025-01-20,Sugarcane,Silt,39.85,Medium
2025-01-21,Sugarcane,Silt,40.96,Low
2025-01-22,Sugarcane,Silt,13.59,Medium
2025-01-23,Sugarcane,Silt,50.0,Medium
2025-01-24,Sugarcane,Silt,63.44,Low
2025-01-25,Sugarcane,Silt,46.2,Low
2025-01-26,Sugarcane,Silt,9.39,Medium
2025-01-27,Sugarcane,Silt,30.92,Low
2025-01-28,Sugarcane,Silt,53.34,Low
2025-01-29,Sugarcane,Silt,8.63,Medium
2025-01-30,Sugarcane,Silt,24.7,Low
2025-01-31,Sugarcane,Silt,32.37,Low
2025-02-01,Sugarcane,Silt,60.82,Low
2025-02-02,Sugarcane,Silt,50.85,Low
2025-02-03,Sugarcane,Silt,63.38,Low
2025-02-04,Sugarcane,Silt,41.47,Low
2025-02-05,Sugarcane,Silt,64.04,Low
2025-02-06,Sugarcane,Silt,63.2,Medium
2025-02-07,Sugarcane,Silt,30.87,Low
2025-02-08,Sugarcane,Silt,43.21,Medium
2025-02-09,Sugarcane,Silt,21.69,Medium
2025-02-10,Sugarcane,Silt,38.39,Low
2025-02-11,Sugarcane,Silt,18.33,Medium
2025-02-12,Sugarcane,Silt,62.05,Low
2025-02-13,Sugarcane,Silt,40.09,Medium
2025-02-14,Sugarcane,Silt,45.79,Low
2025-02-15,Sugarcane,Silt,26.67,Low
2024-01-03,Wheat,Clay,34.71,Low
2024-01-04,Wheat,Clay,46.19,Low
2024-01-05,Wheat,Clay,42.74,Low
2024-01-06,Wheat,Clay,64.97,Low
2024-01-07,Wheat,Clay,19.17,Medium
2024-01-08,Wheat,Clay,50.71,Low
2024-01-09,Wheat,Clay,32.74,Medium
2024-01-10,Wheat,Clay,33.0,Low
2024-01-11,Wheat,Clay,44.29,Low
2024-01-12,Wheat,Clay,55.48,Low
2024-01-13,Wheat,Clay,8.71,Medium
2024-01-14,Wheat,Clay,17.61,Medium
2024-01-15,Wheat,Clay,43.47,Low
2024-01-16,Wheat,Clay,51.62,Low
2024-01-17,Wheat,Clay,26.19,Low
2024-01-18,Wheat,Clay,8.6,Low
2024-01-19,Wheat,Clay,34.67,Low
2024-01-20,Wheat,Clay,53.46,Medium
2024-01-21,Wheat,Clay,31.7,Medium
2024-01-22,Wheat,Clay,52.13,Medium
2024-01-23,Wheat,Clay,56.58,Low
2024-01-24,Wheat,Clay,12.45,Medium
2024-01-25,Wheat,Clay,23.21,Medium
2024-01-26,Wheat,Clay,18.32,Low
2024-01-27,Wheat,Clay,46.91,Medium
2024-01-28,Wheat,Clay,22.71,Medium
2024-01-29,Wheat,Clay,46.05,Medium
2024-01-30,Wheat,Clay,59.58,Low
2024-01-31,Wheat,Clay,35.9,Low
2024-02-01,Wheat,Clay,34.21,Low
2024-02-02,Wheat,Clay,54.16,Medium
2024-02-03,Wheat,Clay,32.6,Low
2024-02-04,Wheat,Clay,46.25,Low
2024-02-05,Wheat,Clay,39.89,Low
2024-02-06,Wheat,Clay,11.2,Medium
2024-02-07,Wheat,Clay,60.64,Medium
2024-02-08,Wheat,Clay,41.69,Medium
2024-02-09,Wheat,Clay,27.65,Low
2024-02-10,Wheat,Clay,27.67,Medium
2024-02-11,Wheat,Clay,37.77,Medium
2024-02-12,Wheat,Clay,8.54,Medium
2024-02-13,Wheat,Clay,56.08,Low
2024-02-14,Wheat,Clay,45.31,Low
2024-02-15,Wheat,Clay,21.97,Low
2024-02-16,Wheat,Clay,48.74,Medium
2024-02-17,Wheat,Clay,42.13,Low
2024-02-18,Wheat,Clay,47.48,Low
2024-02-19,Wheat,Clay,13.31,Medium
2024-02-20,Wheat,Clay,35.4,Low
2024-02-21,Wheat,Clay,31.33,Low
2024-02-22,Wheat,Clay,9.5,Low
2024-02-23,Wheat,Clay,38.42,Low
2024-02-24,Wheat,Clay,59.47,Low
2024-02-25,Wheat,Clay,49.66,Medium
2024-02-26,Wheat,Clay,36.78,Low
2024-02-27,Wheat,Clay,40.71,Low
2024-02-28,Wheat,Clay,61.99,Low
2024-02-29,Wheat,Clay,37.15,Medium
2024-03-01,Wheat,Clay,8.34,Medium
2024-03-02,Wheat,Clay,17.99,Low
2024-03-03,Wheat,Clay,21.25,High
2024-03-04,Wheat,Clay,11.0,High
2024-03-05,Wheat,Clay,60.56,Low
2024-03-06,Wheat,Clay,36.18,Low
2024-03-07,Wheat,Clay,16.17,Medium
2024-03-08,Wheat,Clay,8.69,Low
2024-03-09,Wheat,Clay,59.13,Medium
2024-03-10,Wheat,Clay,55.31,Low
2024-03-11,Wheat,Clay,49.44,Medium
2024-03-12,Wheat,Clay,23.24,Medium
2024-03-13,Wheat,Clay,17.5,Medium
2024-03-14,Wheat,Clay,49.57,Medium
2024-03-15,Wheat,Clay,29.73,Low
2024-03-16,Wheat,Clay,27.32,Low
2024-03-17,Wheat,Clay,37.99,Medium
2024-03-18,Wheat,Clay,40.5,Low
2024-03-19,Wheat,Clay,10.04,Low
2024-03-20,Wheat,Clay,41.58,Low
2024-03-21,Wheat,Clay,32.36,Low
2024-03-22,Wheat,Clay,12.58,Medium
2024-03-23,Wheat,Clay,51.39,Low
2024-03-24,Wheat,Clay,50.82,Medium
2024-03-25,Wheat,Clay,42.29,Low
2024-03-26,Wheat,Clay,8.42,High
2024-03-27,Wheat,Clay,18.19,Medium
2024-03-28,Wheat,Clay,33.01,Low
2024-03-29,Wheat,Clay,37.22,Low
2024-03-30,Wheat,Clay,64.0,Medium
2024-03-31,Wheat,Clay,35.08,Low
2024-04-01,Wheat,Clay,9.25,Low
2024-04-02,Wheat,Clay,60.99,Low
2024-04-03,Wheat,Clay,59.04,Low
2024-04-04,Wheat,Clay,36.16,Medium
2024-04-05,Wheat,Clay,9.07,Medium
2024-04-06,Wheat,Clay,40.46,Low
2024-04-07,Wheat,Clay,40.5,Medium
2024-04-08,Wheat,Clay,21.85,Medium
2024-04-09,Wheat,Clay,12.45,Medium
2024-04-10,Wheat,Clay,33.55,Low
2024-04-11,Wheat,Clay,43.76,Low
2024-04-12,Wheat,Clay,56.38,Medium
2024-04-13,Wheat,Clay,21.39,Medium
2024-04-14,Wheat,Clay,11.54,Medium
2024-04-15,Wheat,Clay,31.16,Low
2024-04-16,Wheat,Clay,46.74,Low
2024-04-17,Wheat,Clay,39.19,Medium
2024-04-18,Wheat,Clay,15.85,Low
2024-04-19,Wheat,Clay,42.68,Low
2024-04-20,Wheat,Clay,59.07,Low
2024-04-21,Wheat,Clay,60.71,Low
2024-04-22,Wheat,Clay,14.13,Medium
2024-04-23,Wheat,Clay,10.53,Medium
2024-04-24,Wheat,Clay,42.97,Medium
2024-04-25,Wheat,Clay,52.73,Low
2024-04-26,Wheat,Clay,25.95,Low
2024-04-27,Wheat,Clay,17.81,Medium
2024-04-28,Wheat,Clay,11.83,Medium
2024-04-29,Wheat,Clay,37.31,Medium
2024-04-30,Wheat,Clay,31.62,Low
2024-05-01,Wheat,Clay,53.41,Low
2024-05-02,Wheat,Clay,52.45,Low
2024-05-03,Wheat,Clay,62.88,Low
2024-05-04,Wheat,Clay,61.62,Low
2024-05-05,Wheat,Clay,51.64,Low
2024-05-06,Wheat,Clay,42.58,Low
2024-05-07,Wheat,Clay,33.81,Medium
2024-05-08,Wheat,Clay,32.25,Low
2024-05-09,Wheat,Clay,34.72,Low
2024-05-10,Wheat,Clay,56.07,Low
2024-05-11,Wheat,Clay,64.47,Low
2024-05-12,Wheat,Clay,25.43,Low
2024-05-13,Wheat,Clay,27.55,Low
2024-05-14,Wheat,Clay,16.55,Medium
2024-05-15,Wheat,Clay,42.46,Low
2024-05-16,Wheat,Clay,20.09,High
2024-05-17,Wheat,Clay,64.72,Low
2024-05-18,Wheat,Clay,45.6,Low
2024-05-19,Wheat,Clay,32.57,Low
2024-05-20,Wheat,Clay,47.94,Medium
2024-05-21,Wheat,Clay,18.97,Medium
2024-05-22,Wheat,Clay,16.22,Medium
2024-05-23,Wheat,Clay,22.92,Low
2024-05-24,Wheat,Clay,59.22,Low
2024-05-25,Wheat,Clay,11.34,Low
2024-05-26,Wheat,Clay,44.77,Low
2024-05-27,Wheat,Clay,35.99,Low
2024-05-28,Wheat,Clay,58.23,Medium
2024-05-29,Wheat,Clay,39.63,Low
2024-05-30,Wheat,Clay,10.77,Medium
2024-05-31,Wheat,Clay,53.54,Low
2024-06-01,Wheat,Clay,9.87,Medium
2024-06-02,Wheat,Clay,25.38,Low
2024-06-03,Wheat,Clay,58.28,Low
2024-06-04,Wheat,Clay,33.64,Medium
2024-06-05,Wheat,Clay,41.69,Medium
2024-06-06,Wheat,Clay,18.89,Low
2024-06-07,Wheat,Clay,56.57,Low
2024-06-08,Wheat,Clay,48.34,Low
2024-06-09,Wheat,Clay,31.7,Low
2024-06-10,Wheat,Clay,48.64,Low
2024-06-11,Wheat,Clay,24.2,Medium
2024-06-12,Wheat,Clay,52.16,Low
2024-06-13,Wheat,Clay,26.2,Low
2024-06-14,Wheat,Clay,28.61,Low
2024-06-15,Wheat,Clay,37.2,Medium
2024-06-16,Wheat,Clay,8.61,Low
2024-06-17,Wheat,Clay,47.52,Medium
2024-06-18,Wheat,Clay,45.86,Low
2024-06-19,Wheat,Clay,23.34,Medium
2024-06-20,Wheat,Clay,47.69,Low
2024-06-21,Wheat,Clay,13.72,Low
2024-06-22,Wheat,Clay,51.97,Low
2024-06-23,Wheat,Clay,61.13,Low
2024-06-24,Wheat,Clay,46.68,Low
2024-06-25,Wheat,Clay,50.62,Low
2024-06-26,Wheat,Clay,14.58,Low
2024-06-27,Wheat,Clay,23.57,Medium
2024-06-28,Wheat,Clay,59.05,Low
2024-06-29,Wheat,Clay,32.27,Low
2024-06-30,Wheat,Clay,50.1,Low
2024-07-01,Wheat,Clay,14.64,Medium
2024-07-02,Wheat,Clay,24.72,Medium
2024-07-03,Wheat,Clay,47.38,Low
2024-07-04,Wheat,Clay,55.35,Low
2024-07-05,Wheat,Clay,12.26,Medium
2024-07-06,Wheat,Clay,36.09,Low
2024-07-07,Wheat,Clay,35.79,Low
2024-07-08,Wheat,Clay,42.09,Medium
2024-07-09,Wheat,Clay,51.83,Medium
2024-07-10,Wheat,Clay,52.41,Medium
2024-07-11,Wheat,Clay,42.02,Low
2024-07-12,Wheat,Clay,27.96,Medium
2024-07-13,Wheat,Clay,23.43,Low
2024-07-14,Wheat,Clay,54.08,Low
2024-07-15,Wheat,Clay,46.22,Medium
2024-07-16,Wheat,Clay,60.55,Low
2024-07-17,Wheat,Clay,37.85,Medium
2024-07-18,Wheat,Clay,15.73,Low
2024-07-19,Wheat,Clay,26.13,Low
2024-07-20,Wheat,Clay,42.58,Low
2024-07-21,Wheat,Clay,40.03,Low
2024-07-22,Wheat,Clay,52.63,Low
2024-07-23,Wheat,Clay,57.07,Medium
2024-07-24,Wheat,Clay,35.96,Low
2024-07-25,Wheat,Clay,47.54,Medium
2024-07-26,Wheat,Clay,61.07,Medium
2024-07-27,Wheat,Clay,44.76,Low
2024-07-28,Wheat,Clay,29.48,Low
2024-07-29,Wheat,Clay,57.44,Medium
2024-07-30,Wheat,Clay,64.6,Low
2024-07-31,Wheat,Clay,61.42,Low
2024-08-01,Wheat,Clay,20.47,High
2024-08-02,Wheat,Clay,60.36,Low
2024-08-03,Wheat,Clay,13.11,Low
2024-08-04,Wheat,Clay,61.14,Medium
2024-08-05,Wheat,Clay,60.33,Medium
2024-08-06,Wheat,Clay,48.54,Low
2024-08-07,Wheat,Clay,63.59,Low
2024-08-08,Wheat,Clay,64.33,Low
2024-08-09,Wheat,Clay,10.46,High
2024-08-10,Wheat,Clay,44.63,Low
2024-08-11,Wheat,Clay,12.2,Medium
2024-08-12,Wheat,Clay,53.73,Low
2024-08-13,Wheat,Clay,48.0,Low
2024-08-14,Wheat,Clay,43.07,Low
2024-08-15,Wheat,Clay,47.15,Medium
2024-08-16,Wheat,Clay,12.44,Medium
2024-08-17,Wheat,Clay,55.87,Low
2024-08-18,Wheat,Clay,51.18,Medium
2024-08-19,Wheat,Clay,20.15,Medium
2024-08-20,Wheat,Clay,57.69,Low
2024-08-21,Wheat,Clay,15.4,Medium
2024-08-22,Wheat,Clay,32.95,Low
2024-08-23,Wheat,Clay,13.39,Medium
2024-08-24,Wheat,Clay,49.35,Low
2024-08-25,Wheat,Clay,59.99,Low
2024-08-26,Wheat,Clay,36.56,Low
2024-08-27,Wheat,Clay,47.11,Low
2024-08-28,Wheat,Clay,57.87,Medium
2024-08-29,Wheat,Clay,38.28,Medium
2024-08-30,Wheat,Clay,27.77,Low
2024-08-31,Wheat,Clay,39.82,Low
2024-09-01,Wheat,Clay,9.84,Medium
2024-09-02,Wheat,Clay,9.04,Medium
2024-09-03,Wheat,Clay,50.07,Low
2024-09-04,Wheat,Clay,29.72,Medium
2024-09-05,Wheat,Clay,9.0,Low
2024-09-06,Wheat,Clay,62.52,Low
2024-09-07,Wheat,Clay,8.57,Medium
2024-09-08,Wheat,Clay,58.78,Medium
2024-09-09,Wheat,Clay,37.49,Medium
2024-09-10,Wheat,Clay,64.86,Low
2024-09-11,Wheat,Clay,26.34,Low
2024-09-12,Wheat,Clay,50.7,Low
2024-09-13,Wheat,Clay,26.34,Low
2024-09-14,Wheat,Clay,46.07,Low
2024-09-15,Wheat,Clay,42.94,Medium
2024-09-16,Wheat,Clay,37.03,Low
2024-09-17,Wheat,Clay,11.12,Low
2024-09-18,Wheat,Clay,34.26,Low
2024-09-19,Wheat,Clay,50.29,Medium
2024-09-20,Wheat,Clay,47.11,Low
2024-09-21,Wheat,Clay,36.02,Low
2024-09-22,Wheat,Clay,42.02,Medium
2024-09-23,Wheat,Clay,42.82,Low
2024-09-24,Wheat,Clay,55.72,Medium
2024-09-25,Wheat,Clay,27.94,Low
2024-09-26,Wheat,Clay,57.21,Medium
2024-09-27,Wheat,Clay,57.11,Low
2024-09-28,Wheat,Clay,14.12,High
2024-09-29,Wheat,Clay,31.7,Low
2024-09-30,Wheat,Clay,54.94,Medium
2024-10-01,Wheat,Clay,21.41,Medium
2024-10-02,Wheat,Clay,19.13,Low
2024-10-03,Wheat,Clay,51.92,Low
2024-10-04,Wheat,Clay,35.89,Low
2024-10-05,Wheat,Clay,36.19,Low
2024-10-06,Wheat,Clay,38.67,High
2024-10-07,Wheat,Clay,42.74,Low
2024-10-08,Wheat,Clay,54.81,Low
2024-10-09,Wheat,Clay,63.04,Low
2024-10-10,Wheat,Clay,10.1,Medium
2024-10-11,Wheat,Clay,62.28,Low
2024-10-12,Wheat,Clay,45.27,Low
2024-10-13,Wheat,Clay,9.54,Medium
2024-10-14,Wheat,Clay,36.79,Low
2024-10-15,Wheat,Clay,57.87,Medium
2024-10-16,Wheat,Clay,21.71,High
2024-10-17,Wheat,Clay,22.52,Medium
2024-10-18,Wheat,Clay,22.16,Low
2024-10-19,Wheat,Clay,57.54,Low
2024-10-20,Wheat,Clay,64.02,Low
2024-10-21,Wheat,Clay,55.99,Medium
2024-10-22,Wheat,Clay,28.47,Low
2024-10-23,Wheat,Clay,62.41,Low
2024-10-24,Wheat,Clay,26.51,Low
2024-10-25,Wheat,Clay,41.85,Low
2024-10-26,Wheat,Clay,45.49,Low
2024-10-27,Wheat,Clay,13.6,Low
2024-10-28,Wheat,Clay,56.42,Medium
2024-10-29,Wheat,Clay,31.56,Low
2024-10-30,Wheat,Clay,28.37,Low
2024-10-31,Wheat,Clay,26.6,Low
2024-11-01,Wheat,Clay,48.39,Low
2024-11-02,Wheat,Clay,32.76,Medium
2024-11-03,Wheat,Clay,11.79,Medium
2024-11-04,Wheat,Clay,28.94,Low
2024-11-05,Wheat,Clay,23.74,Medium
2024-11-06,Wheat,Clay,8.21,Medium
2024-11-07,Wheat,Clay,14.26,High
2024-11-08,Wheat,Clay,38.02,Low
2024-11-09,Wheat,Clay,29.65,Low
2024-11-10,Wheat,Clay,13.11,Low
2024-11-11,Wheat,Clay,22.5,Medium
2024-11-12,Wheat,Clay,50.86,Medium
2024-11-13,Wheat,Clay,20.36,Medium
2024-11-14,Wheat,Clay,28.49,Medium
2024-11-15,Wheat,Clay,55.92,Medium
2024-11-16,Wheat,Clay,59.26,Low
2024-11-17,Wheat,Clay,24.49,Low
2024-11-18,Wheat,Clay,16.31,Low
2024-11-19,Wheat,Clay,27.48,Low
2024-11-20,Wheat,Clay,63.13,Medium
2024-11-21,Wheat,Clay,22.36,Medium
2024-11-22,Wheat,Clay,63.74,Low
2024-11-23,Wheat,Clay,19.2,Medium
2024-11-24,Wheat,Clay,57.77,Low
2024-11-25,Wheat,Clay,23.94,Low
2024-11-26,Wheat,Clay,38.31,Low
2024-11-27,Wheat,Clay,53.07,Low
2024-11-28,Wheat,Clay,53.88,Low
2024-11-29,Wheat,Clay,46.43,Low
2024-11-30,Wheat,Clay,54.63,Medium
2024-12-01,Wheat,Clay,63.68,Low
2024-12-02,Wheat,Clay,19.44,Medium
2024-12-03,Wheat,Clay,54.56,Medium
2024-12-04,Wheat,Clay,28.92,Medium
2024-12-05,Wheat,Clay,26.61,Medium
2024-12-06,Wheat,Clay,32.95,Low
2024-12-07,Wheat,Clay,8.33,Medium
2024-12-08,Wheat,Clay,13.45,Medium
2024-12-09,Wheat,Clay,53.15,Low
2024-12-10,Wheat,Clay,42.08,Medium
2024-12-11,Wheat,Clay,26.9,Low
2024-12-12,Wheat,Clay,63.55,Low
2024-12-13,Wheat,Clay,52.63,Low
2024-12-14,Wheat,Clay,62.36,Low
2024-12-15,Wheat,Clay,53.35,Low
2024-12-16,Wheat,Clay,11.6,Medium
2024-12-17,Wheat,Clay,27.8,Low
2024-12-18,Wheat,Clay,16.98,Medium
2024-12-19,Wheat,Clay,16.31,Medium
2024-12-20,Wheat,Clay,50.57,Low
2024-12-21,Wheat,Clay,32.57,Low
2024-12-22,Wheat,Clay,26.79,Low
2024-12-23,Wheat,Clay,49.3,Low
2024-12-24,Wheat,Clay,54.48,Medium
2024-12-25,Wheat,Clay,30.12,Low
2024-12-26,Wheat,Clay,59.73,Low
2024-12-27,Wheat,Clay,42.79,Low
2024-12-28,Wheat,Clay,19.98,Medium
2024-12-29,Wheat,Clay,64.41,Low
2024-12-30,Wheat,Clay,54.76,Low
2024-12-31,Wheat,Clay,56.13,Medium
2025-01-01,Wheat,Clay,23.44,Medium
2025-01-02,Wheat,Clay,22.19,Medium
2025-01-03,Wheat,Clay,9.06,Medium
2025-01-04,Wheat,Clay,61.31,Low
2025-01-05,Wheat,Clay,42.68,Medium
2025-01-06,Wheat,Clay,49.33,Low
2025-01-07,Wheat,Clay,35.87,Low
2025-01-08,Wheat,Clay,34.08,Low
2025-01-09,Wheat,Clay,16.69,Medium
2025-01-10,Wheat,Clay,21.74,Medium
2025-01-11,Wheat,Clay,19.16,High
2025-01-12,Wheat,Clay,44.97,Medium
2025-01-13,Wheat,Clay,55.41,Medium
2025-01-14,Wheat,Clay,56.92,Low
2025-01-15,Wheat,Clay,57.37,Low
2025-01-16,Wheat,Clay,55.87,Low
2025-01-17,Wheat,Clay,60.61,Low
2025-01-18,Wheat,Clay,24.72,Low
2025-01-19,Wheat,Clay,51.91,Low
2025-01-20,Wheat,Clay,25.6,Medium
2025-01-21,Wheat,Clay,64.04,Low
2025-01-22,Wheat,Clay,33.14,Low
2025-01-23,Wheat,Clay,17.86,Medium
2025-01-24,Wheat,Clay,33.07,Medium
2025-01-25,Wheat,Clay,33.78,Medium
2025-01-26,Wheat,Clay,52.66,Low
2025-01-27,Wheat,Clay,29.82,Low
2025-01-28,Wheat,Clay,38.94,Low
2025-01-29,Wheat,Clay,36.45,Medium
2025-01-30,Wheat,Clay,42.01,Medium
2025-01-31,Wheat,Clay,33.43,Low
2025-02-01,Wheat,Clay,60.1,Low
2025-02-02,Wheat,Clay,58.12,Low
2025-02-03,Wheat,Clay,64.11,Low
2025-02-04,Wheat,Clay,49.32,Low
2024-01-03,Wheat,Loamy,27.54,Medium
2024-01-04,Wheat,Loamy,46.16,Medium
2024-01-05,Wheat,Loamy,52.81,Low
2024-01-06,Wheat,Loamy,52.16,Low
2024-01-07,Wheat,Loamy,18.79,Low
2024-01-08,Wheat,Loamy,59.32,Medium
2024-01-09,Wheat,Loamy,25.67,Low
2024-01-10,Wheat,Loamy,58.33,Medium
2024-01-11,Wheat,Loamy,25.75,Low
2024-01-12,Wheat,Loamy,21.56,Low
2024-01-13,Wheat,Loamy,36.55,Medium
2024-01-14,Wheat,Loamy,29.34,Low
2024-01-15,Wheat,Loamy,28.74,Low
2024-01-16,Wheat,Loamy,50.82,Low
2024-01-17,Wheat,Loamy,57.68,Medium
2024-01-18,Wheat,Loamy,57.94,Low
2024-01-19,Wheat,Loamy,55.56,Low
2024-01-20,Wheat,Loamy,60.14,Low
2024-01-21,Wheat,Loamy,24.26,Low
2024-01-22,Wheat,Loamy,30.9,Low
2024-01-23,Wheat,Loamy,60.31,Low
2024-01-24,Wheat,Loamy,45.91,Medium
2024-01-25,Wheat,Loamy,52.09,Low
2024-01-26,Wheat,Loamy,41.52,Low
2024-01-27,Wheat,Loamy,34.18,Low
2024-01-28,Wheat,Loamy,36.02,Low
2024-01-29,Wheat,Loamy,26.89,Low
2024-01-30,Wheat,Loamy,23.1,Medium
2024-01-31,Wheat,Loamy,61.93,Low
2024-02-01,Wheat,Loamy,21.34,Low
2024-02-02,Wheat,Loamy,36.88,Low
2024-02-03,Wheat,Loamy,50.54,Low
2024-02-04,Wheat,Loamy,42.69,Low
2024-02-05,Wheat,Loamy,64.3,Low
2024-02-06,Wheat,Loamy,48.48,Low
2024-02-07,Wheat,Loamy,28.5,Medium
2024-02-08,Wheat,Loamy,30.24,Low
2024-02-09,Wheat,Loamy,46.34,Low
2024-02-10,Wheat,Loamy,31.47,Low
2024-02-11,Wheat,Loamy,43.49,Low
2024-02-12,Wheat,Loamy,44.17,Medium
2024-02-13,Wheat,Loamy,38.95,Low
2024-02-14,Wheat,Loamy,28.59,Medium
2024-02-15,Wheat,Loamy,11.23,Low
2024-02-16,Wheat,Loamy,62.09,Low
2024-02-17,Wheat,Loamy,45.16,Low
2024-02-18,Wheat,Loamy,59.68,Low
2024-02-19,Wheat,Loamy,22.01,Medium
2024-02-20,Wheat,Loamy,29.55,Medium
2024-02-21,Wheat,Loamy,32.19,Low
2024-02-22,Wheat,Loamy,10.24,Medium
2024-02-23,Wheat,Loamy,27.99,Medium
2024-02-24,Wheat,Loamy,42.96,Low
2024-02-25,Wheat,Loamy,26.5,Medium
2024-02-26,Wheat,Loamy,38.95,Medium
2024-02-27,Wheat,Loamy,37.98,Low
2024-02-28,Wheat,Loamy,54.44,Medium
2024-02-29,Wheat,Loamy,35.55,Medium
2024-03-01,Wheat,Loamy,40.22,Low
